stallID,stallName,blockfaceID,status,payloadTimestamp,location.lat,location.long
1,N10GAHIS-1,N10GAHIS,vacant,2024-10-20 21:11:45,38.884396608616,-77.094294385898
2,N10GAHIS-2,N10GAHIS,occupied,2024-10-20 18:50:46,38.884397031286,-77.094199585187
3,N10GAHIS-3,N10GAHIS,occupied,2024-10-20 21:35:55,38.884398497892,-77.094118195521
4,N10GAHIS-4,N10GAHIS,occupied,2024-10-20 20:40:33,38.884398920564,-77.094042170274
5,N10GAHIS-5,N10GAHIS,occupied,2024-10-20 18:07:59,38.884400387171,-77.093970168339
6,N10GAHIS-6,N10GAHIS,vacant,2024-10-20 20:02:10,38.884401853779,-77.093898166404
7,N10GAHIS-7,N10GAHIS,vacant,2024-10-20 21:37:41,38.884402276454,-77.093827505575
8,N10HIIRS-1,N10HIIRS,occupied,2024-10-20 20:11:50,38.884358579644,-77.096583093101
9,N10HIIRS-2,N10HIIRS,vacant,2024-10-20 21:03:24,38.884358503374,-77.096507851098
10,N10HIIRS-3,N10HIIRS,vacant,2024-10-20 21:06:29,38.884357383168,-77.096435291306
11,N10HIIRS-4,N10HIIRS,vacant,2024-10-20 20:42:06,38.884357306897,-77.096366754826
12,N10HIIRS-5,N10HIIRS,vacant,2024-10-20 18:51:32,38.884369387582,-77.095745755589
13,N10HIIRS-6,N10HIIRS,occupied,2024-10-20 19:36:40,38.884369379008,-77.095668213419
14,N10HIIRS-7,N10HIIRS,occupied,2024-10-20 21:39:42,38.884369370435,-77.095590671248
15,N10HIIRS-8,N10HIIRS,occupied,2024-10-20 21:32:04,38.884378235305,-77.095287782828
16,N10HIIRS-9,N10HIIRS,vacant,2024-10-20 21:38:07,38.884378153915,-77.095212917644
17,N10HIIRS-10,N10HIIRS,occupied,2024-10-20 21:57:17,38.884378072525,-77.095139393565
18,N10HIIRS-11,N10HIIRS,occupied,2024-10-20 21:54:15,38.884379035069,-77.095071233904
19,N10HIIRS-12,N10HIIRS,vacant,2024-10-20 21:58:00,38.884379997614,-77.095005756452
20,N10HIIRS-13,N10HIIRS,occupied,2024-10-20 20:54:50,38.884380960158,-77.094940279
21,N10HIIRS-14,N10HIIRS,vacant,2024-10-20 20:04:55,38.884381922703,-77.094873460444
22,NGA109TW-1,NGA109TW,occupied,2024-10-20 20:57:41,38.884224483441,-77.093605778282
23,NGA109TW-2,NGA109TW,occupied,2024-10-20 21:54:57,38.884268847555,-77.093606899387
24,NHI109TW-1,NHI109TW,occupied,2024-10-20 20:03:48,38.88425173963,-77.094671126063
25,NHI109TW-2,NHI109TW,vacant,2024-10-20 21:10:54,38.884200244477,-77.094668769083
26,NHI109TW-3,NHI109TW,vacant,2024-10-20 21:15:34,38.884151881138,-77.094667753206
27,NHI109TW-4,NHI109TW,occupied,2024-10-20 20:13:05,38.884104561745,-77.094665396226
29,NHI109TE-1,NHI109TE,vacant,2024-10-20 21:44:51,38.884150400086,-77.094546195787
30,NHI109TE-2,NHI109TE,occupied,2024-10-20 18:01:46,38.884103053618,-77.094543104121
31,NIR109TE-1,NIR109TE,vacant,2024-10-20 19:09:44,38.884107903582,-77.096817645986
32,NIR109TE-2,NIR109TE,vacant,2024-10-20 20:46:24,38.884162713907,-77.096818887091
33,N10WAHIN-1,N10WAHIN,occupied,2024-10-20 20:56:27,38.884564616571,-77.094365411084
34,N10WAHIN-2,N10WAHIN,vacant,2024-10-20 21:42:00,38.884563427776,-77.09428856733
35,N10WAHIN-3,N10WAHIN,occupied,2024-10-20 21:06:30,38.884563282913,-77.094218429099
36,N10WAHIN-4,N10WAHIN,occupied,2024-10-20 19:00:36,38.884566269846,-77.09415499639
37,N10WAHIN-5,N10WAHIN,vacant,2024-10-20 21:35:57,38.884567168916,-77.094082175949
38,N10WAHIN-6,N10WAHIN,occupied,2024-10-20 19:30:40,38.884569111917,-77.094014719927
39,N10WAHIN-7,N10WAHIN,vacant,2024-09-21 11:06:00,38.884570010985,-77.093943240592
40,N10WAHIN-8,N10WAHIN,occupied,2024-10-20 21:50:25,38.884570910054,-77.093871761256
41,N10WAHIN-9,N10WAHIN,occupied,2024-10-20 19:23:40,38.884571809124,-77.093796258606
43,N10WAHIN-11,N10WAHIN,vacant,2024-10-20 20:40:06,38.884575444181,-77.093470119206
44,N10WAHIN-12,N10WAHIN,vacant,2024-10-20 21:06:21,38.884576183987,-77.093393769996
45,N10HIHUN-1,N10HIHUN,vacant,2024-10-20 21:43:20,38.884539379993,-77.095296756516
46,N10HIHUN-2,N10HIHUN,vacant,2024-10-20 20:03:54,38.884542212215,-77.095229627793
47,N10HIHUN-3,N10HIHUN,vacant,2024-10-20 21:06:43,38.884542956572,-77.095165181279
48,N10HIHUN-4,N10HIHUN,vacant,2024-10-20 20:10:55,38.884543700929,-77.095106099183
49,N10HIHUN-5,N10HIHUN,vacant,2024-10-20 21:30:40,38.884544445286,-77.09503628825
50,N10HIHUN-6,N10HIHUN,occupied,2024-10-20 19:51:00,38.884545189644,-77.094969159527
52,N10IRHUN-1,N10IRHUN,vacant,2024-10-20 19:31:44,38.884504230555,-77.09651854164
53,N10IRHUN-2,N10IRHUN,occupied,2024-10-20 18:48:17,38.884505387492,-77.096445890636
54,N10IRHUN-3,N10IRHUN,occupied,2024-10-20 20:00:03,38.884505500498,-77.096371898528
55,N10IRHUN-4,N10IRHUN,occupied,2024-10-20 21:51:08,38.884507701368,-77.096300588629
56,N10IRHUN-5,N10IRHUN,occupied,2024-10-20 21:59:09,38.884498366126,-77.096149586141
63,N11GAFIS-1,N11GAFIS,vacant,2024-10-20 20:32:19,38.886240826084,-77.093490297309
64,N11GAFIS-2,N11GAFIS,occupied,2024-10-20 21:15:51,38.88624375241,-77.093420272589
65,N11GAFIS-3,N11GAFIS,occupied,2024-10-20 21:54:56,38.886246678738,-77.093350247871
66,N11GAFIS-4,N11GAFIS,occupied,2024-10-20 21:49:10,38.886249605064,-77.093280223151
67,N11GAFIS-5,N11GAFIS,occupied,2024-10-20 21:47:50,38.886252531392,-77.093214221746
68,N11GAFIS-6,N11GAFIS,occupied,2024-10-20 20:44:37,38.886258589442,-77.09314822034
69,N11GAFIN-1,N11GAFIN,vacant,2024-10-20 21:50:01,38.886299991636,-77.09354975767
70,N11GAFIN-2,N11GAFIN,occupied,2024-10-20 21:23:03,38.886305906585,-77.093477458804
71,N11GAFIN-3,N11GAFIN,occupied,2024-10-20 21:23:30,38.886311821534,-77.093405159938
72,N11GAFIN-4,N11GAFIN,occupied,2024-10-20 20:33:16,38.886317736483,-77.093332861071
73,N11GAFIN-5,N11GAFIN,occupied,2024-10-20 21:17:52,38.886323651433,-77.093260562205
74,N11GAFIN-6,N11GAFIN,occupied,2024-10-20 21:52:14,38.886329566382,-77.093188263339
75,N11HIGAS-1,N11HIGAS,vacant,2024-10-20 21:51:03,38.886160838643,-77.094541478884
76,N11HIGAS-2,N11HIGAS,occupied,2024-10-20 20:44:08,38.886165283436,-77.094476975262
77,N11HIGAS-3,N11HIGAS,occupied,2024-10-20 20:54:25,38.886170772139,-77.094415153849
78,N11HIGAS-4,N11HIGAS,occupied,2024-10-20 21:02:28,38.886190473428,-77.094085936307
79,N11HIGAN-1,N11HIGAN,occupied,2024-10-20 21:32:04,38.886233551464,-77.094544388084
80,N11HIGAN-2_A,N11HIGAN,vacant,2024-10-20 21:57:59,38.886236125832,-77.094469713548
81,N11HIGAN-3,N11HIGAN,occupied,2024-10-20 20:48:22,38.886250773647,-77.094176830056
82,NCLEDDAN-1,NCLEDDAN,occupied,2024-10-20 20:37:20,38.888516284145,-77.091490202738
